run_id,label,model_tuple,suite_version,prompt_id,category,response_hash,output_length,json_valid,latency_ms,ok,error_class
b1-1789425417,b1,google/gemini-flash-lite-latest,v2.0.0,v1.0.0-logic,logic_reasoning,5305358e1ab12053b7364fff7803d5254a4c370049912bc1b0b5b8346f881666,472,false,1224,true,
b1-1789425417,b1,google/gemini-flash-lite-latest,v2.0.0,v1.0.0-format,structured_output,e3a6d2506be95506f3252fc1bbb1a884446ed36d678f6157a29f306ceff22db1,151,true,932,true,
b1-1789425417,b1,google/gemini-flash-lite-latest,v2.0.0,v1.0.0-refusal,refusal_tone,24e9811422ef40014fc78d8cdd1718fa69eba0e9a63dddb97a04957b1a2bd29d,498,false,1153,true,
b1-1789425417,b1,google/gemini-flash-lite-latest,v2.0.0,v1.1.0-toolcall,tool_calling,e5a76bddc382cb79614f8ac044e25a363f2d265ff14e7d2977cb8c7e0fc1706a,335,false,805,true,
b1-1789425417,b1,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-logic-01,logic_reasoning,85a39ab345d672ff8ca9b9c6876f3adcacf45ee7c1e2dbd2408fd338bd55e07e,3,false,818,true,
b1-1789425417,b1,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-logic-02,logic_reasoning,b7ae1262a2066b3beb9452c1cb985613df8302b15d329313ad3d8f67e6ac7824,202,false,961,true,
b1-1789425417,b1,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-logic-03,logic_reasoning,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d,1,false,1212,true,
b1-1789425417,b1,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-logic-04,logic_reasoning,82033e3b1e7d33392fabfbcd6f5dde56f6ee2d96c0f04635e846c3cabedf6787,6,false,780,true,
b1-1789425417,b1,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-logic-05,logic_reasoning,1a31b8f1a8ae3f567655305069b7fce69fbc9d0ba0f2e26648c4e207094b4cfa,136,false,847,true,
b1-1789425417,b1,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-logic-06,logic_reasoning,9be413bd6e6c9b5e33fb36a05c53fb0e7c2b003369e9037236a6e14df7dddb9e,355,false,1225,true,
b1-1789425417,b1,google/gemini-flash-lite-latest,v2.0.0,v2.0.0-logic-07,logic_reasoning,2550cf745259e39654f56f9f3037cfd272d820d9b229fef302199596cab3b464,303,false,991,true,
