run_id,label,model_tuple,suite_version,prompt_id,category,response_hash,output_length,json_valid,latency_ms,ok,error_class
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v1.0.0-logic,logic_reasoning,7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451,1,false,1009,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v1.0.0-format,structured_output,185f5e7a10df08f1ba312f9aeed8a29b98564bd5d7af03c0e0c66544b923eb18,123,true,1115,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v1.0.0-refusal,refusal_tone,ff7dc298a06da17caf835c9dfd56dd3792c0f3a3be78ffbd4e65001bc7336887,531,false,1412,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v1.1.0-toolcall,tool_calling,bb102e450c72d1c3ff3ace33b45b4edd0c8a487915e2decae56c0e2359c75125,363,false,1103,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-logic-01,logic_reasoning,5f9a2b795615ba6a3d5455fd5624d773fbca5bcd16249c421fd37411dc9837da,4,false,1142,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-logic-02,logic_reasoning,a5c957b20f0c6cc36e0e0d1650b8a14c9dcd90a9e4309e661b3a1348872b5931,7,false,1038,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-logic-03,logic_reasoning,3170543ce47c2f0baa50254b13b82b58b0962675647c39a20643690168f572d7,9,false,1255,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-logic-04,logic_reasoning,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,2,false,1077,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-logic-05,logic_reasoning,19581e27de7ced00ff1ce50b2047e7a567c76b1cbaebabe5ef03f7c3017bb5b7,1,false,1111,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-logic-06,logic_reasoning,ee34290840f9b7f87bee700b2e35a80aa9a1b6e84697c75bb345d0af82ac29c7,4,false,1037,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-logic-07,logic_reasoning,6a00dfc1dc867e8454c2c8856e1512d9bf02a76710e3411c0972aec886c76c61,6,false,1504,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-logic-08,logic_reasoning,dc953bc5e6b47b68f0e971c887f7284d1c93357e37e89e8e1ab3ca1127daa0ac,4,false,1176,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-format-01,structured_output,8df959947bbf5eeb84457edfbc2e312f2d7266508ca7a79958077f4ef86df837,86,true,1252,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-format-02,structured_output,090a98c64f57e626216b1d06acea1ec4cd0ac6184f8b4a1cda91bdf3c6c6a9ac,61,true,1085,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-format-03,structured_output,5c41722fd6c9df0066772f04a435bf28c1a1d10695de09a7f1188108f1a2a6e8,53,true,1110,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-format-04,structured_output,a857b10b2f142b1da41c9e84549e1d44c0be9f581b1fc76b993bfd7b602f17f4,33,true,1048,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-format-05,structured_output,a5e04ca56c91577016f0a19bdbef321ac63fada1ac8dc54bda12c148482057a9,65,true,982,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-format-06,structured_output,e2cd72e0966c1cb37d3ce7a276ff72369dc68a080e68509c126e6fa0c0e55989,49,true,1126,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-format-07,structured_output,ce12a2e2fb54a8343d18b86536328b0235c10d0271e01c095aae2ec0d596f51c,63,true,1083,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-format-08,structured_output,38dbdc0ff9b3dca91715a4bbc2c4e88bd92c884aea2c66bad75feb1d61cf66a7,70,true,1077,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-refusal-01,refusal_tone,acb03f31a74f45d99aa51013ebdce61d72b6b93c1de4aec252fa138839eb9d2d,226,false,1195,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-refusal-02,refusal_tone,c1da6743fe76d4d5d3f2b1d523572f3eb992bed5f17ccf7d680fbaa5dfd38633,681,false,1603,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-refusal-03,refusal_tone,3b8d5fb031f6c273214ed2013970a934b05f8fee6a71430a30e17c7309ddef72,569,false,1595,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-refusal-04,refusal_tone,4651a50de875b81b2d4ef8753f2fc26eb018dd88a2c1bf53ae570f636c715a56,571,false,1226,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-refusal-05,refusal_tone,177f8f448ceccbd6e61ad38a796a3894cc2cd0d23957680b10d498dbb198380d,637,false,1586,true,
c1-1789425691,c1,google/gemini-3.1-flash-lite,v2.0.0,v2.0.0-refusal-06,refusal_tone,ffa05bc16b744dad6cbf347f19fccb0f4241856b7439f3cf8f00cd472b6b7804,565,false,1379,true,
