run_id,label,model_tuple,suite_version,prompt_id,category,response_hash,output_length,json_valid,latency_ms,ok,error_class
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v1.0.0-logic,logic_reasoning,a6e0c7eb127f1751fe3bcae19e5ab688a0a31906b6baf200761f57e2fdb8719d,465,false,1022,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v1.0.0-format,structured_output,e3a6d2506be95506f3252fc1bbb1a884446ed36d678f6157a29f306ceff22db1,151,true,770,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v1.0.0-refusal,refusal_tone,1480e687d0b9da7f4012b15be85c64945c126f54f7d1b9ca352123350c3bb7e6,553,false,1238,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v1.1.0-toolcall,tool_calling,5e221942161f64f67fb635d3dac744781435cca2d0c88afa03a78d1cdf0b12ed,335,false,683,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-01,logic_reasoning,85a39ab345d672ff8ca9b9c6876f3adcacf45ee7c1e2dbd2408fd338bd55e07e,3,false,705,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-02,logic_reasoning,44400a8349a63290705c61f46a75136eab3179cba1777ba4f5c3b5b316efc0e1,216,false,920,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-03,logic_reasoning,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d,1,false,553,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-04,logic_reasoning,82033e3b1e7d33392fabfbcd6f5dde56f6ee2d96c0f04635e846c3cabedf6787,6,false,825,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-05,logic_reasoning,e1ff7f1e3a355af4a141d8a756786718d9ea928ad15a8393a80dde4bb880dc7d,176,false,874,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-06,logic_reasoning,595767f30eb4dbc9bed2485e681419447999cba40f8cda32d71b2b5904714d20,356,false,1076,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-07,logic_reasoning,63fcc2358b9578123088d4eb2d85e1c694f32a688bba2b0672c7b6cc99c8061e,220,false,837,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-08,logic_reasoning,dc953bc5e6b47b68f0e971c887f7284d1c93357e37e89e8e1ab3ca1127daa0ac,4,false,559,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-01,structured_output,a011247e60229188d7d201ebe550d65ed10a0b44f680994131aed3373c6ab96f,85,true,738,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-02,structured_output,090a98c64f57e626216b1d06acea1ec4cd0ac6184f8b4a1cda91bdf3c6c6a9ac,61,true,650,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-03,structured_output,5c41722fd6c9df0066772f04a435bf28c1a1d10695de09a7f1188108f1a2a6e8,53,true,625,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-04,structured_output,a857b10b2f142b1da41c9e84549e1d44c0be9f581b1fc76b993bfd7b602f17f4,33,true,813,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-05,structured_output,a5e04ca56c91577016f0a19bdbef321ac63fada1ac8dc54bda12c148482057a9,65,true,782,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-06,structured_output,e2cd72e0966c1cb37d3ce7a276ff72369dc68a080e68509c126e6fa0c0e55989,49,true,638,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-07,structured_output,ce12a2e2fb54a8343d18b86536328b0235c10d0271e01c095aae2ec0d596f51c,63,true,658,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-08,structured_output,38dbdc0ff9b3dca91715a4bbc2c4e88bd92c884aea2c66bad75feb1d61cf66a7,70,true,694,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-01,refusal_tone,be73dfad87ca1f5e02594740d4aa6474fc67797f2d7d5611995779485eec7370,269,false,924,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-02,refusal_tone,c2d745c6c700baa034fa4907eb84c60dae5804c3019e6fbf351f9553b5ea85f4,710,false,1162,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-03,refusal_tone,8ae1c00ee727a56949f1b56e0c516aa1a0dfe53a164038976b14f1878726b271,605,false,1262,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-04,refusal_tone,d0188b3c45257710e0ea2a22ae59a7dee91388cc0e10ca039f74ee73ac095beb,602,false,1086,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-05,refusal_tone,57b6bca1d6a1a8f42bd88359cfd3f8686d6c27c5831264eb3a09175ef63e4a2c,653,false,1088,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-06,refusal_tone,c889d420691da799ed48732153f57092ed05ee5af0927f502a85ff7337cb9aa1,608,false,1060,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-refusal-07,refusal_tone,249f3a4b621886dd4c77bb02c35cd819a1826e26b6e96ca35af4cda40f0484b1,582,false,1195,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-01,tool_calling,d5a7d81099992722aafa95bd0763a3a47ffa494d62046342c94af5af41b9c8e4,334,false,660,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-02,tool_calling,549d9dac882f94390902974793cd506a4656d0b18088ac1e75ce48858836926a,338,false,588,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-03,tool_calling,7d5f892d61dbba86ddf8a34f00c6a912675a4ccd6d2335fce66ada29b4bd3f51,343,false,571,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-04,tool_calling,baf5cddd5533d89fc476b30a3ae86e94a6b3518d77530681e132cdae26b487db,340,false,655,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-05,tool_calling,355300319932fe723c349e443e58f356d6bb52e3e425b419f0293fb13faea447,338,false,847,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-06,tool_calling,f9a372681d7669eb3fc2c56e17636d8398e5e50e5153c9d45a4c8443a08469a8,349,false,680,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-toolcall-07,tool_calling,e23933415ca88b1e7085a2ae4998f258efe29e8777538ac8cad56dc41c1a87cf,336,false,919,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-01,reasoning_length,5426d2ca50f244fb43fe9eafc82da08f33f3b4f8d9140802bd0102e780b629d6,3,false,684,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-02,reasoning_length,48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc,2,false,590,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-03,reasoning_length,1a42d5267aba37d7057cadd672fefef04771be2476eeee231d6f56a8e1f57733,3,false,707,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-04,reasoning_length,e7f6c011776e8db7cd330b54174fd76f7d0216b612387a5ffcfb81e6f0919683,1,false,713,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-05,reasoning_length,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918,2,false,472,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-06,reasoning_length,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9,2,false,591,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-07,reasoning_length,36790ecd55c2030dc553685bef719df653f413a20cdad1bfd1dc934c76686ddd,3,false,651,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-reason-08,reasoning_length,2ab4e55c7fdf332c78e4f36966a981f452ffb6758026085a4ad9df565a1df82d,5,false,644,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-01,multilingual,44746c6954cbd427a07672c8df6e200f089442f4627e99ee0f84560b3ad70323,42,false,614,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-02,multilingual,86513118214624104789b8df149fa46c39fc01856a13173e19f69942908fb075,53,false,538,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-03,multilingual,9cfa92e059b58b8bab0ae8b0363283d62888389472dde6be1c48f049658a8af2,32,false,613,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-04,multilingual,bce8e6f37c681831c9fdd10542faaa2f6a12b05ab015d0af8e687d94efc9bd84,32,false,667,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-05,multilingual,d68a1671e3d356280edcb7f814512b46a2345cc875b31573571b2a3dd51dc37e,28,false,545,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-06,multilingual,68d0aa420e159a364b3c61851a8b4530cc2033c7eb2c20cab303737ef7f2ced2,39,false,563,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-07,multilingual,0628448b45db97151bfb390b9d055bf47368c6f1139fa2ab4f60574fd96ebdfb,22,false,679,true,
a1-1789425150,a1,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-multiling-08,multilingual,0d0153673eb0f757858d70160fabfc5dddcc574613046b13c70805d49e2a2517,52,false,617,true,
