run_id,label,model_tuple,suite_version,prompt_id,category,response_hash,output_length,json_valid,latency_ms,ok,error_class
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v1.0.0-logic,logic_reasoning,a11ca87bb0c91bb1ce440d537205545638e593ab4f731274be2f788f35d22d51,509,false,1102,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v1.0.0-format,structured_output,e3a6d2506be95506f3252fc1bbb1a884446ed36d678f6157a29f306ceff22db1,151,true,888,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v1.0.0-refusal,refusal_tone,aa47c17d8f458a3cb00aa778ae57d3a41b7214b67fe73d8302ecc22f57c7c73a,541,false,1099,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v1.1.0-toolcall,tool_calling,db94b041c909139e1da13d8542ead5ff59868b43ec8f1e217cd25e7b1a31117b,335,false,690,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-01,logic_reasoning,85a39ab345d672ff8ca9b9c6876f3adcacf45ee7c1e2dbd2408fd338bd55e07e,3,false,555,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-02,logic_reasoning,89bc26bf08a0130d0c4eb75593d9cc5f9fd48767993d1743d878f2fb91a3f595,185,false,973,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-03,logic_reasoning,ef2d127de37b942baad06145e54b0c619a1f22327b2ebbcfbec78f5564afe39d,1,false,618,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-04,logic_reasoning,82033e3b1e7d33392fabfbcd6f5dde56f6ee2d96c0f04635e846c3cabedf6787,6,false,685,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-05,logic_reasoning,3ab14eb4bac694f103b85a3ff00c0a6443eb780d351046c4349731c1c541cb21,188,false,850,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-06,logic_reasoning,29edec06dd87cc62179e2a1949fc9376a10a0ebb1828dffead4a03679eb933fb,386,false,928,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-07,logic_reasoning,8c59d0bfd3b036494f5f8a631595a57c2d34ad81cbfd196ae67c4a04cdc0d27c,273,false,1184,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-logic-08,logic_reasoning,dc953bc5e6b47b68f0e971c887f7284d1c93357e37e89e8e1ab3ca1127daa0ac,4,false,596,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-01,structured_output,a011247e60229188d7d201ebe550d65ed10a0b44f680994131aed3373c6ab96f,85,true,676,true,
a3-1789427086,a3,google/gemini-3.5-flash-lite,v2.0.0,v2.0.0-format-02,structured_output,090a98c64f57e626216b1d06acea1ec4cd0ac6184f8b4a1cda91bdf3c6c6a9ac,61,true,955,true,
